,TEXT
3537,"'twas the night before christmas, when all through the house not a creature was stirring, not even a mouse; the stockings were hung by the chimney with care, in hopes that st. nicholas soon would be there; the children were nestled all snug in their beds; while visions of sugar-plums danced in their heads; and mamma in her 'kerchief, and i in my cap, had just settled our brains for a long winter's nap, when out on the lawn there arose such a clatter, i sprang from my bed to see what was the matter. away to the window i flew like a flash, tore open the shutters and threw up the sash. the moon on the breast of the new-fallen snow, gave a lustre of midday to objects below, when what to my wondering eyes did appear, but a miniature sleigh and eight tiny rein-deer, with a little old driver so lively and quick, i knew in a moment he must be st. nick. more rapid than eagles his coursers they came, and he whistled, and shouted, and called them by name: ""now, dasher! now, dancer! now prancer and vixen! on, comet! on, cupid! on, donder and blixen! to the top of the porch! to the top of the wall! now dash away! dash away! dash away all!"" as leaves that before the wild hurricane fly, when they meet with an obstacle, mount to the sky; so up to the housetop the coursers they flew with the sleigh full of toys, and st. nicholas too— and then, in a twinkling, i heard on the roof the prancing and pawing of each little hoof. as i drew in my head, and was turning around, down the chimney st. nicholas came with a bound. he was dressed all in fur, from his head to his foot, and his clothes were all tarnished with ashes and soot; a bundle of toys he had flung on his back, and he looked like a pedler just opening his pack. his eyes—how they twinkled! his dimples, how merry! his cheeks were like roses, his nose like a cherry! his droll little mouth was drawn up like a bow, and the beard on his chin was as white as the snow; the stump of a pipe he held tight in his teeth, and the smoke, it encircled his head like a wreath; he had a broad face and a little round belly that shook when he laughed, like a bowl full of jelly. he was chubby and plump, a right jolly old elf, and i laughed when i saw him, in spite of myself; a wink of his eye and a twist of his head soon gave me to know i had nothing to dread; he spoke not a word, but went straight to his work, and filled all the stockings; then turned with a jerk, and laying his finger aside of his nose, and giving a nod, up the chimney he rose; he sprang to his sleigh, to his team gave a whistle, and away they all flew like the down of a thistle. but i heard him exclaim, ere he drove out of sight— “happy christmas to all, and to all a good night!”"
3538,rage
3539,"i lay here to night in a dark silent room,  feeling only pain and uncontrollable gloom. pictures of the blood flash in my head,  pictures of you laying on the floor dead. never to come back and mess up my life, i smile as i wipe your blood from my knife. your darkened red blood spills out on the street, your colden heart stop dead in its beat, i think back to all the pain and the hurt, as i cover your body and spit on the dirt. from you or you game i can no longer run, and me killing you was my turn for fun. oh how they'll cry and oh how they'll weep, but i know their sorrow is only skin deep. as i turn to walk down the cold empty street,  i walk to the rhythm your heart used to beat. i think back to you lying dead on the floor  and smile knowing your heart beats no more!!!!!!!!"
3540,  
3541,prisioner of life
3542,"sitting alone in the dark corner. knees against my chest, head in my hands. watching the tears run from eye to floor. happiness left my soul, now so dark and cold. life in my eye is no longer shown. if only i could escape these chains and cuffs and once again run from my thoughts. i am a prisoner of life. contaminated by this strife. with death hanging by my side black tears were all i cried. anger was builtup in my blood all the revenge is creating a flood. these chains will one day break. you is all i will seek. like a snake i will slither. once you sleep i will smother. look at me now, try to read my heart all my love and joy is forever departed. you shouldn't have locked me away. to think i was once your little girl. this is what you made me, sick and angry. i am a prisoner of life. contaminated by this strife. with death hanging by my side black tears were all i cried. anger was built in my blood, this is what you made me. your fast asleep in your bed. your words echoing in my head. this is my soul being unleashed. in my pocket i reached, grabbed the knife you once tried but unlike you, i will not fail. a sharp pain opened your eyes. you gave a look of surprise. look at me now daddy. aren't you happy? during your last breath i grabbed the key. i am finally free."
3543,  
3544,hands
3545,"in desperation i search, trying to find myself i look. i search and search, for my heart is lost i search. too scared to run too scared to move. paralyzed by pain and fear i search. i fight to live as i stager at the pain. i sit beside me staring at what i see.  i shake my head at what i made me. i fight to not listen at the pain i created. the pain i will always see. as i twitch in emptiness my eyes begin to see. the more they find the more it hurts. they look at me as a piece of meat. trembling legs, week arms, and scars from defeat. i fight my self because of what i see. it's me i'm looking at and me that won’t succeed. i stare and look, searching for answers, for that i concede.  i shred my self and my sole with my eyes. they are too strong for me for that i am paralyzed. i see my hands as the grasper of pain.  they are the retriever of all i have received from me. as my hands fight back i see. i am only what i want to be, and i still have a chance to defeat me."
3546,you better be ready for me.....
3547,"hey you! yeah, i'm talking to you, ""dad""! where were you when i needed you the most in my life? you were never at my side, you just wanted a carefree life. where were you when i was growing up? you were busy starting over,  drinking from your golden cup. did you pretend that i don't exist anymore, as you were finding someone new? well, i hope you cherish everyday you live, because i'm coming for you. never at a birthday nor graduation, you didn't care for me, that's clear. i hope you have a good story for this, because it's one i'm dying to hear."
