,TEXT
15813,"feels like being stuck in the past,"
15814,"am curious to how long it will last,"
15815,"it eats away the present o so fast,"
15816,that even our future will become the past.
15817,"three years ago my papa died, "
15818,i remember all the tears i cried.
15819,"i remember the times of basketball, "
15820,"eating ice cream, cookies, and all."
15821,"he went through so much pain, "
15822,i don’t think i could do the same.
15823,"staying alive through the years, "
15824,never letting me see his tears.
15825,"i was writing him lots of letters, "
15826,hoping it would make him better.
15827,"although it made me sad, "
15828,when he went to a better place it made me glad.
15829,"every time he gave me a hug,"
15830,he made me feel snug as a rug.
15831,"he died before my sister was born, "
15832,it is very hard not to mourn.
15833,"i remember how we use to talk, "
15834,making me laugh when my mom he mocked.
15835,"i talk to him everyday, "
15836,never running out of things to say.
15837,"i look up in the sky, "
15838,remembering of when i didn’t want to say goodbye.
15839,"forever i know we will never part, "
15840,because he is always in my heart.
15841,different as black and white
15842,i dont understand
15843,why cant you see
15844,just what your yelling is doing to me
15845,open your eyes
15846,take a look
15847,you used to read me like a book
15848,but times have changed as they tend
15849,and my life is turning into a zoo
15850,tears fall hard
15851,my head starts to pound
15852,and all at once my heart hits the
15853,i dont know what i did to make you
15854,think i cant do anything right
15855,for lately it seems our hearts and
15856,our dreams are as different as black
15857,people say imp perfect
15858,but they don’t know that behind the grades
15859,my life crumbles before my eyes
15860,no one knows who i truly am
15861,well i’ll tell you who i am
15862,i’m a girl who wants to be wild and crazy like a normal kid
15863,but can’t because i’m expected to be a perfect little girl 
15864,to live up to my perfect cousin
15865,but i’m not her 
15866,and i don’t want to be her
15867,i’m a girl that has been picked on
15868,and called so many names 
15869,that i’ve started to believe it
15870,i remember when i used to be an outgoing girl
15871,but now i hide in my shell
15872,afraid of what people might think
15873,my life is messed up behind the perfect show
15874,and no one knows it
15875,people in my family even try to hide it
15876,but they raised a smart girl
15877,and i know everything
15878,for now i’ll keep playing the perfect child
15879,but soon enough 
15880,my outer shell is going to crack
15881,and they better be prepared for what emerges
15882,what conflicts i’ll cause
15883,what family disagreements will occur
15884,because even i don’t know...
15885,how dare you!
15886,how dare you do this to me.
15887,how dare you stand there and let us be.
15888,you not wanting this marriage and working late is how this began.
15889,i now know this has to end.
15890,i have a responsibility to be strong and be there for our boys.
15891,they are human they are not toys.
15892,they want-they need their dad
15893,instead of wishing and being sad.
15894,how dare you do this to me and i go on and let this be.
15895,how dare you stay married to be all these years
15896,and stand back and watch my tears.
15897,i know you don't want me and i know this much is true
15898,i am stronger now instead of being blue.
15899,to tell you the truth i don't care anymore
15900,your lies and you i no longer stand for or adore.
15901,you stole my heart-my pride-my soul
15902,you are not a human you are just cold.
15903,you don't love me or want to be married -i don't know how many times i have to be told
15904,but i realize now you were being you just bitter and cold.
15905,how dare you do this to me and stand there and let this be.
15906,do you feel pain or are you just mad
15907,for once in your cold life i want you to feel sad.
15908,payback is hell and that is what you deserve and i hope you will feel pain and unwanted everyday in everyway.
15909,how dare you do this to me-i have to let go and i now know this is how it has to be. 
15910,i will eventually need to pack up and leave. 
15911,when we say our goodbyes
15912,i will be drying my eyes.
15913,how dare you wanting to leave
15914,i just have to realize we were never meant to be.
15915,mom will you sit down 
15916,to listen what i have to say 
15917,we can be in the same room
15918,and be miles and miles away
15919,we are not a happy family anymore
15920,do you think you fix this
15921,you can’t be
15922,cause you are never home
15923,do you still remember my face
15924,do you think a father figure will help
15925,it won’t i already have one
15926,i don’t want another
15927,you can marry a million guys
15928,we still won’t be a happy family
15929,do you notice i’m slipping away
15930,do you notice the scars on my arms
15931,i’m going crazy stuff just so you will notice me
15932,but the thing is i just want my mom back
15933,i want my best friend
15934,i just want to go back 
15935,where i told you everything
15936,is that possible
15937,all the tears i’ve cried
15938,i just want my mom back!
15939,"a smile is just a gesture,"
15940,"that's made on one's face,"
15941,"what if the knew,"
15942,all i needed was space?
15943,"i need to breathe,"
15944,"need to get away,"
15945,"don't know how much longer,"
15946,i am here to stay.
15947,"we had such fun,"
15948,used to laugh all day.
15949,"you said you wouldn't leave,"
15950,you said you would stay.
15951,"but know you are gone,"
15952,"and i must force a smile,"
15953,"because you had told me,"
15954,it was just for a while.
15955,"now we are leaving,"
15956,leaving all our pasts here.
15957,"ditching the friends and the family,"
15958,that have grown so dear.
15959,"you tell me to be happy,"
15960,"to have fun for a while,"
15961,"but how can i have fun,"
15962,when i can't find a smile?
15963,i guess it didn't
15964,i know i should 
15965,i wish i could
15966,just let you know 
15967,what must not show 
15968,another life 
15969,that is filled with strife
15970,i said no
15971,but i guess what i meant did't really show
15972,he drugged me 
15973,then hugged me
15974,and after that he stripped me of my dignity
15975,and stripped me of my confidence
15976,i know i should
15977,i wish i could
15978,just let you know 
15979,what must not show 
15980,that is filled with strife
15981,i said no 
15982,but i guess what i meant didn't really show
15983,that when a girl says no
